ID,Information_centrality,Degree_centrality,Betweenness_centrality,Eigenvector_centrality,Closeness_centrality,clustering_coefficient,Load_centrality,Page_rank
AT3G54670,0.0001998071515448143,0.0007371913011426465,0.0008923354760548718,3.408281116605779e-08,0.04676740538649896,0.0,0.0009232747433897317,0.00015916963219156764
AT5G35600,0.00013386723263718726,0.00036859565057132326,1.6985974680706142e-08,6.691868205171202e-12,0.03716713776874272,0.0,1.6985974680706142e-08,0.00010720443202178827
AT5G10840,0.00011726010823776905,0.00018429782528566163,0.0,9.378926231367863e-12,0.03447909875615023,0.0,0.0,6.599973051038343e-05
AT1G31910,0.00013948443310847692,0.00018429782528566163,0.0,1.1219929938940316e-08,0.04742293338866914,0.0,0.0,5.835509316814431e-05
AT3G54110,8.801990813419341e-05,0.00036859565057132326,3.3971949361412284e-08,5.429759368296509e-12,0.03537779042284943,0.0,3.3971949361412284e-08,0.0001550055496625528
AT2G37550,0.00014332828137106858,0.00018429782528566163,0.0,7.003028134952992e-06,0.045665972271989506,0.0,0.0,5.296837490565136e-05
AT4G22285,0.0002443153035261138,0.002580169553999263,1.2481220191608471e-05,9.08268506542899e-05,0.05207660573618953,0.0,1.2596869022350895e-05,0.00020240683052180636
AT1G07660,0.00024225438926096918,0.006266126059712496,5.5353352118368876e-05,0.15709411486779754,0.050981225076426995,0.5686274509803921,5.5252954911695045e-05,0.0002728519624381199
AT1G79440,0.000241216721214624,0.003317360855141909,0.0015242651245459683,1.117099647704025e-06,0.057077382055090435,0.0,0.0016368906671363475,0.00039680929116784285
AT3G59410,0.00023129829979731494,0.0012900847769996315,0.002672897763776821,7.340798690687186e-07,0.05326677702015527,0.0,0.0029371943070758224,0.00016761039102294338
AT5G64830,0.00019252027865928465,0.0007371913011426465,0.00017350118433812994,3.879664643154608e-08,0.05218732182021726,0.0,0.00017547790124644098,0.00016258253663068573
AT5G38120,0.00022903273746517419,0.0012900847769996315,0.00042610924072197044,3.604634071549933e-05,0.0549776089339787,0.0,0.00036928774087759483,0.00017852367224723331
AT1G11840,0.00014206292892248804,0.00018429782528566163,0.0,5.670809928715474e-10,0.04583287476082722,0.0,0.0,5.663108187995737e-05
AT2G38400,0.00023585969928416025,0.0022115739034279398,0.0020580399439861434,3.1331377782057554e-07,0.055929082968758134,0.0,0.0018629043404269185,0.00031747075685161603
AT4G33370,0.00015215307532001922,0.00018429782528566163,0.0,8.918457674255024e-08,0.05084865456739138,0.0,0.0,4.578566478609184e-05
AT2G34180,0.00022591145437226683,0.0012900847769996315,0.00014619507504551432,0.002564714789940157,0.05069894197044924,0.0,0.00012388451840292984,0.00017221338339038186
AT1G61140,0.000148741660477534,0.00036859565057132326,2.366198758493198e-06,3.2092437057543637e-09,0.04395736963649863,0.0,3.181135071465357e-06,0.00011172541080931833
AT5G42250,7.382216865517545e-05,0.00018429782528566163,0.0,2.5237735893545273e-13,0.0363097225240619,0.0,0.0,0.00010059110095525537
AT2G14260,0.00010372145510638714,0.00018429782528566163,0.0,3.2555716091141317e-13,0.03347274562565767,0.0,0.0,8.259998971425277e-05
AT3G08710,0.00016593037536785974,0.0005528934758569849,0.0001699616626551457,2.460446966982106e-08,0.045433982730655804,0.0,0.00016996166265514565,0.00016121458479569203
AT4G22410,0.0002443153035261136,0.002580169553999263,1.2481220191608471e-05,9.08268506542899e-05,0.05207660573618953,0.0,1.2596869022350895e-05,0.00020240683052180636
AT3G03110,0.00016918740530390757,0.002948765204570586,0.0020080119173133196,2.21765082313542e-10,0.04434598414358636,0.0,0.002009649153546827,0.0007142253535928167
AT4G26100,0.00013538259385356192,0.00018429782528566163,0.0,4.9547706445182736e-08,0.04965589754151428,0.0,0.0,7.576826558552727e-05
ATCG00860,0.00013724383211853028,0.00018429782528566163,0.0,2.4292044642789187e-06,0.0430567316096116,0.0,0.0,6.062040890263682e-05
AT5G58070,5.3430973295660384e-05,0.00018429782528566163,0.0,1.3404566821950663e-15,0.02809324088634531,0.0,0.0,0.00010700541032607506
AT3G13550,0.00019248200801162034,0.0005528934758569849,9.384425017636948e-05,3.802078127228542e-07,0.050375736768821185,0.0,9.384425017636948e-05,0.0001156973540877604
AT3G04920,0.00019075704777114352,0.002580169553999263,0.0009950272001056208,3.952524370895475e-10,0.04655227871845793,0.0,0.0009737354746956504,0.0005989545318557923
AT1G06950,0.00017439971964369492,0.0005528934758569849,0.00016993739697703037,3.1911475211781004e-07,0.053954315272858946,0.0,0.00016993739697703035,0.00015528613875483575
AT3G48790,0.00017476841113103688,0.00036859565057132326,0.0002540762092740025,5.380183943195275e-07,0.04835513321931107,0.0,0.0002540762092740025,0.00010081277451545147
AT5G14040,0.00010990997106992505,0.00018429782528566163,0.0,7.810055404699935e-11,0.04356069939511206,0.0,0.0,8.736780415780761e-05
AT5G62910,0.0002408015582856004,0.0022115739034279398,0.00039410987545180953,1.3725455168247087e-06,0.05713957324944494,0.0,0.0004482756668514692,0.0002305841265145393
AT1G28180,0.00024023603755148957,0.0022115739034279398,0.0001431047431101611,1.5225384718112047e-06,0.052905265441351074,0.0,0.00013831551969051322,0.00023447535656074273
AT4G02230,8.666310929826564e-05,0.00018429782528566163,0.0,4.667139597798618e-11,0.03655824587995256,0.0,0.0,9.743800962063946e-05
ATMG00090,9.995367608558957e-05,0.0007371913011426465,0.0005095792404211843,3.6855832669279906e-11,0.038879326126560046,0.0,0.0005095792404211843,0.00034811944289786555
AT1G62940,0.00023373566194095748,0.002395871728713601,0.001699189657793139,3.6407644697208595e-05,0.05504580960348981,0.0,0.001506089114140145,0.00029686899403914775
AT1G78570,0.0002162580142757864,0.0007371913011426465,1.5604688516169683e-06,3.520326789530212e-07,0.04834297605193978,0.0,3.859695046075788e-06,9.5850880014294e-05
AT3G01540,0.00024698097657233173,0.003501658680427571,0.002157634693176221,3.5504584493825845e-06,0.058673911584170416,0.0,0.0018073255943334941,0.00035992397161914983
AT1G77670,0.00024294887634971772,0.003501658680427571,0.010018845892871673,9.96518136928874e-07,0.05953378004435435,0.07017543859649122,0.01017156125101836,0.00042371849529046
AT2G41840,0.00011094986065504156,0.0005528934758569849,2.547896202105921e-08,3.6787445709580215e-09,0.038280746017636966,0.0,2.547896202105921e-08,0.00012538719499208522
AT4G17040,0.0001718924943061734,0.0012900847769996315,1.5326662115991756e-05,6.121298288093025e-06,0.04189502227756347,0.5714285714285714,1.5718293922492144e-05,0.00016499467576894169
AT3G04120,0.0002240249656235527,0.002395871728713601,0.0012634819339937843,0.001611432191258017,0.04958973236533604,0.15384615384615385,0.0012295885434425247,0.0002913606344406914
AT3G17240,0.00023664168434228103,0.0022115739034279398,0.0023662554553776755,5.0344574913274705e-06,0.057035056529540384,0.0,0.0022032930055238356,0.0003430358583226488
AT4G33070,0.00021796173148587366,0.0009214891264283081,9.945264129051086e-07,1.0413070595636593e-07,0.047881515811560194,0.0,1.1751774463865595e-06,0.00012501640695424058
AT1G77240,0.00015007167076788993,0.00018429782528566163,0.0,5.357751596079736e-07,0.04833082499600113,0.0,0.0,5.645787420789389e-05
AT5G53350,0.00017394986188418713,0.0018429782528566162,5.003220841779984e-07,2.0124074766122943e-06,0.03878000415057287,0.5333333333333333,1.0788208074803754e-06,0.0002291156143948831
AT4G37910,0.00025161367493645463,0.006081828234426834,0.0021959469134137048,0.0001947367897944245,0.061042599125901736,0.0,0.0018042506872409704,0.0004749145476341624
AT3G61620,0.00018074882247636297,0.00036859565057132326,4.856674673889733e-06,0.0022597886841998534,0.04916496733484799,0.0,1.8939727135301358e-05,6.041807216380773e-05
AT5G39900,0.00019991490820850583,0.0005528934758569849,0.00018646584257103052,4.591119177513493e-06,0.05136252887007136,0.0,0.00016687016153328518,0.00011182412185073059
AT2G17700,0.0001188525215077947,0.00018429782528566163,0.0,4.5524687230918815e-11,0.03977882024202817,0.0,0.0,9.279236241008704e-05
AT1G80070,7.762878105212136e-05,0.00018429782528566163,0.0,5.6241830309316654e-12,0.034000504641033324,0.0,0.0,9.293042469719402e-05
AT3G53920,0.00010008764630252125,0.00018429782528566163,0.0,2.4743238196854156e-09,0.03894494745745149,0.0,0.0,9.112003968787154e-05
AT1G04600,0.0001675853229365895,0.00036859565057132326,5.595379894820847e-08,1.5240509837660524e-09,0.043445871718303254,0.0,5.595379894820847e-08,0.00010205402845390564
AT1G09320,0.00011960293633117195,0.00036859565057132326,0.00016992769070578424,1.095079797471868e-09,0.04169064154517193,0.0,0.00016992769070578424,0.00015391974094963943
AT5G02440,5.543435352291683e-05,0.00018429782528566163,0.0,7.209081883353169e-16,0.031197239757701056,0.0,0.0,0.00011277534710731247
AT2G17800,0.00022105697162607543,0.0009214891264283081,0.00031861432404607166,5.397972368348181e-05,0.05516424995120699,0.0,0.00026618710217324337,0.00013011764462550287
AT2G20050,0.00010782345990287678,0.00018429782528566163,0.0,1.0783405177447925e-06,0.04174343742237293,0.0,0.0,8.130353107089751e-05
AT5G66631,5.7247912474908806e-05,0.0005528934758569849,0.00033978743751284565,5.034377910935734e-13,0.03204469414991925,0.0,0.00033978743751284565,0.0002988064909242174
AT1G06680,0.00013234474096350906,0.00036859565057132326,3.3971949361412284e-08,5.001869693221379e-07,0.03817055826235047,0.0,3.3971949361412284e-08,0.00012527360139316963
AT2G17650,0.00020577714826467726,0.0005528934758569849,1.9954943047783003e-07,3.364169116814127e-05,0.050826253292195374,0.0,3.998690572860648e-07,8.866970435280935e-05
AT5G62700,0.00014715748832443048,0.0005528934758569849,0.00022486289850250893,2.112205445323651e-11,0.04047094129440288,0.0,0.00022445142768718712,0.0001514953625644108
AT1G30220,0.0001705631856320063,0.00036859565057132326,1.6177118743529659e-09,1.0366591026083412e-07,0.04361174580326389,0.0,1.6177118743529603e-09,9.701117841045847e-05
AT5G05130,0.0001487637878503584,0.0005528934758569849,0.00017229388946427666,3.2160655810339263e-09,0.04396071953511443,0.0,0.00017310882577724842,0.00017810491060452663
AT5G44316,7.977511688945494e-05,0.00036859565057132326,0.0008482795755544647,4.060411391482326e-11,0.03848634364611345,0.0,0.0008482795755544647,0.00017800533346214056
AT5G49470,0.0001188525215077947,0.00018429782528566163,0.0,4.5524687230918815e-11,0.03977882024202817,0.0,0.0,9.279236241008704e-05
AT1G07340,0.0001705631856320063,0.00036859565057132326,1.6177118743529659e-09,1.0366591026083412e-07,0.04361174580326389,0.0,1.6177118743529603e-09,9.701117841045847e-05
AT2G31060,8.490548579013201e-05,0.00018429782528566163,0.0,3.930793556137083e-10,0.04347370274623344,0.0,0.0,9.929173401880386e-05
AT1G02780,8.666310929826547e-05,0.00018429782528566163,0.0,4.667139597798618e-11,0.03655824587995256,0.0,0.0,9.743800962063946e-05
AT2G42640,0.00011885252150779465,0.00018429782528566163,0.0,4.5524687230918815e-11,0.03977882024202817,0.0,0.0,9.279236241008704e-05
AT4G08470,0.00014646399201032498,0.00036859565057132326,0.0002837943643866947,1.4452471836491722e-10,0.04415758117960512,0.0,0.00029880921841553526,0.0001361544677977815
AT5G10910,3.254456367137758e-05,0.00018429782528566163,0.0,5.306980612007594e-16,0.021104619388276864,0.0,0.0,0.00010493001860497928
AT5G60790,0.00024364673842275838,0.003133063029856248,0.010872437183467691,8.827313538263223e-05,0.05705197920480382,0.0,0.010350862636256878,0.0004008905690845709
AT1G12000,0.0002201770910737351,0.0007371913011426465,2.9518620242017683e-05,6.671540248213289e-06,0.05946933626183211,0.0,5.2030741995518286e-05,0.00010572650222712481
AT3G50240,9.166447437838935e-05,0.00036859565057132326,2.264796624094152e-08,1.866882105260653e-10,0.034525530389021515,0.0,2.2647966240941517e-08,0.00014119954440807773
AT5G40770,0.00017909307640795894,0.0011057869517139699,0.0013764837221261828,5.269547064569448e-09,0.044332351809081724,0.0,0.0014072189289404545,0.0002214492433007744
AT1G79230,0.0001949942012636385,0.0005528934758569849,8.18966636391189e-08,6.939708369149453e-10,0.04440059742455137,0.0,8.189666363911887e-08,9.075390943887495e-05
ATCG01100,0.00020563817119175856,0.0011057869517139699,0.000482214907780966,7.274406205226927e-06,0.04727137275586097,0.2,0.00046175893099869897,0.00021271377728893822
AT2G27880,0.000237783478548947,0.003133063029856248,0.005373387837996041,0.04688287754812483,0.05083745146204031,0.0,0.005191650147067961,0.00025897204146073047
